MFSTKEY             ,STATUS,LASTUPDATE    ,MFSTNUMBER,POWERUNIT ,STOP  ,MFSTDATE,PRONUMBER ,PRODATE ,SHIPNAME                      ,CONSNAME                      ,CONSADD1                      ,CONSADD2                      ,CONSCITY            ,CONSSTATE,CONSZIP,TTLPCS,TTLYDS,TTLWGT,DLVDDATE,DLVDTIME,DLVDPCS,DLVDSIGN                                ,DLVDNOTE                      ,DLVDIMGFILELOCN               ,DLVDIMGFILESIGN               
203X021624024       ,0,20240201123000,203X021624,203       ,24,02162024,68690352  ,02092024,CALHOUN DISTRIBUTION/PRESTIGE ,CARPET REMNANT WAREHOUSE INC  ,129 CAMELOT DR                ,                              ,PLYMOUTH            ,MA       ,02360  ,2,29,150,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
203X021624025       ,0,20240201123000,203X021624,203       ,25,02162024,67965524  ,02092024,DEDICATED LLC/FABRICA WHSE    ,CASABELLA LLC                 ,6 LITTLE BROOK ROAD           ,                              ,WEST WAREHAM        ,MA       ,02576  ,4,19,155,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
206X021624001       ,0,20240201123000,206X021624,206       ,1,02162024,13881297  ,02132024,ENGINEERED FLOORS             ,FREEDOM FLOORING              ,49 TRINITY DRIVE              ,                              ,LEOLA               ,PA       ,17540  ,1,64,421,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
206X021624002       ,0,20240201123000,206X021624,206       ,2,02162024,68503019  ,02132024,UNITED WORLD LOGISTICS/BILLING,HOMEDEPOT.COM                 ,JEFFREY MUSSER                ,101 ASHMORE DR                ,LEOLA               ,PA       ,17540  ,1,0,2684,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
206X021624003       ,0,20240201123000,206X021624,206       ,3,02162024,41749540  ,02102024,DIXIE HOME/MASLAND            ,CARPET REMNANT INC            ,ROUTE 724                     ,                              ,PARKER FORD         ,PA       ,19457  ,1,32,200,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
206X021624004       ,0,20240201123000,206X021624,206       ,4,02162024,13934808  ,02092024,MILLIKEN/BRAUNS DOCK          ,GARYS CARPET & FLOORING DEPOT ,237 W HIGH ST                 ,                              ,POTTSTOWN           ,PA       ,19464  ,1,49,181,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
206X021624005       ,0,20240201123000,206X021624,206       ,5,02162024,68797553  ,02132024,MANNINGTON MILLS-GCF          ,HOME DEPOT 4132               ,295 ARMAND HAMMER BOULEVARD   ,                              ,POTTSTOWN           ,PA       ,19464  ,1,133,404,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
206X021624006       ,0,20240201123000,206X021624,206       ,6,02162024,13951124  ,02122024,DREAM WEAVER/ENGINEERED FLOORS,HOME DEPOT 4132               ,295 ARMAND HAMMER BOULEVARD   ,                              ,POTTSTOWN           ,PA       ,19464  ,1,120,491,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
206X021624007       ,0,20240201123000,206X021624,206       ,7,02162024,13727899  ,02122024,FOSS FLOORS                   ,HOME DEPOT 4132               ,295 ARMAND HAMMER BOULEVARD   ,                              ,POTTSTOWN           ,PA       ,19464  ,1,166,147,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
206X021624008       ,0,20240201123000,206X021624,206       ,8,02162024,68971919  ,02072024,ORIENTAL WEAVERS              ,HOME DEPOT 4132               ,295 ARMAND HAMMER BOULEVARD   ,                              ,POTTSTOWN           ,PA       ,19464  ,1,133,233,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
206X021624009       ,0,20240201123000,206X021624,206       ,9,02162024,13910612  ,02012024,ENGINEERED FLOORS COMMERCIAL  ,DIVISION 09 CONTRACT FLOORING ,3731 PRICETOWN ROAD           ,                              ,FLEETWOOD           ,PA       ,19522  ,2,123,740,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
301X021624001       ,0,20240201123000,301X021624,301       ,1,02162024,13664164  ,02092024,SOUTHWIND BUILDING PRODUCTS   ,CARPETTIME                    ,3564 LINCOLN WAY E            ,                              ,MASSILLON           ,OH       ,44646  ,1,0,2321,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
301X021624002       ,0,20240321212817,301X021624,301       ,2,02162024,68958783  ,02082024,DEDICATED LLC/DIXIE WHSE      ,MORRIS FLOORING & DESIGN      ,6335 WHIPPLE AVE NW           ,                              ,NORTH CANTON        ,OH       ,44720  ,1,16,328,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
301X021624003       ,0,20240201123000,301X021624,301       ,3,02162024,13934800  ,02092024,MILLIKEN/BRAUNS DOCK          ,LOWES                         ,6375 STRIP AVE NW             ,                              ,NORTH CANTON        ,OH       ,44720  ,1,35,127,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
301X021624004       ,0,20240201123000,301X021624,301       ,4,02162024,66839118  ,02072024,TURF FACTORY DIRECT/WHSE ONE  ,KURT KELLER                   ,9884 COLUMBUS RD              ,                              ,LOUISVILLE          ,OH       ,44641  ,1,29,211,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
301X021624005       ,0,20240201123000,301X021624,301       ,5,02162024,68665636  ,02122024,STANTON CARPET                ,H & D CARPET                  ,DBA NORTHPORT FLOORING AMERICA,661 PORTAGE TRAIL EXT         ,AKRON               ,OH       ,44313  ,1,35,539,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
301X021624006       ,0,20240201123000,301X021624,301       ,6,02162024,13951394  ,02142024,ENGINEERED FLOORS             ,BARRINGTON CARPET AND FLOOR   ,3602 S ARLINGTON RD           ,                              ,AKRON               ,OH       ,44312  ,2,569,3806,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
